from_id,to_id,travel_time
98,Shahid Rajaei Stadium,41
98,Kanoon Roshd Sport Complex,35
98,Moallem Sport Cpmplex,60
98,Ghadir Sport complex,23
98,Chamran Sport Complex,19
98,Reyhane Hazrat Rasoul Sport complex,51
98,Persian Gulf sport complex,38
98,Shohadaye Modafe e Haram sport complex,17
98,Kowsar Sport Complex,43
101,Shahid Rajaei Stadium,44
101,Kanoon Roshd Sport Complex,62
101,Moallem Sport Cpmplex,70
101,Ghadir Sport complex,45
101,Chamran Sport Complex,51
101,Reyhane Hazrat Rasoul Sport complex,28
101,Persian Gulf sport complex,70
101,Shohadaye Modafe e Haram sport complex,51
101,Kowsar Sport Complex,44
102,Shahid Rajaei Stadium,48
102,Kanoon Roshd Sport Complex,62
102,Moallem Sport Cpmplex,69
102,Ghadir Sport complex,44
102,Chamran Sport Complex,50
102,Reyhane Hazrat Rasoul Sport complex,21
102,Persian Gulf sport complex,69
102,Shohadaye Modafe e Haram sport complex,53
102,Kowsar Sport Complex,49
103,Shahid Rajaei Stadium,47
103,Kanoon Roshd Sport Complex,59
103,Moallem Sport Cpmplex,69
103,Ghadir Sport complex,43
103,Chamran Sport Complex,48
103,Reyhane Hazrat Rasoul Sport complex,18
103,Persian Gulf sport complex,68
103,Shohadaye Modafe e Haram sport complex,54
103,Kowsar Sport Complex,48
104,Shahid Rajaei Stadium,58
104,Kanoon Roshd Sport Complex,70
104,Moallem Sport Cpmplex,79
104,Ghadir Sport complex,53
104,Chamran Sport Complex,58
104,Reyhane Hazrat Rasoul Sport complex,27
104,Persian Gulf sport complex,78
104,Shohadaye Modafe e Haram sport complex,58
104,Kowsar Sport Complex,58
105,Shahid Rajaei Stadium,49
105,Kanoon Roshd Sport Complex,55
105,Moallem Sport Cpmplex,75
105,Ghadir Sport complex,46
105,Chamran Sport Complex,44
105,Reyhane Hazrat Rasoul Sport complex,1
105,Persian Gulf sport complex,65
105,Shohadaye Modafe e Haram sport complex,50
105,Kowsar Sport Complex,52
107,Shahid Rajaei Stadium,47
107,Kanoon Roshd Sport Complex,36
107,Moallem Sport Cpmplex,65
107,Ghadir Sport complex,29
