from_id,to_id,travel_time
100,Specialized Family Cultural Center (Montazeri),59
98,Bano Cultural Center,31
98,Pardis Cultural Center,38
98,HadiAbad Cultural Center,23
98,Navab Safavi Cultural center & Library,29
98,Rose Cultural center,64
98,Mohamadieh Cultural center & Library,55
98,Specialized Family Cultural Center (Montazeri),54
101,Bano Cultural Center,37
101,Pardis Cultural Center,33
101,HadiAbad Cultural Center,59
101,Navab Safavi Cultural center & Library,54
101,Rose Cultural center,59
101,Mohamadieh Cultural center & Library,56
101,Specialized Family Cultural Center (Montazeri),68
102,Bano Cultural Center,36
102,Pardis Cultural Center,28
102,HadiAbad Cultural Center,57
102,Navab Safavi Cultural center & Library,51
102,Rose Cultural center,62
102,Mohamadieh Cultural center & Library,55
102,Specialized Family Cultural Center (Montazeri),66
103,Bano Cultural Center,35
103,Pardis Cultural Center,26
103,HadiAbad Cultural Center,57
103,Navab Safavi Cultural center & Library,53
103,Rose Cultural center,60
103,Mohamadieh Cultural center & Library,57
103,Specialized Family Cultural Center (Montazeri),68
104,Bano Cultural Center,45
104,Pardis Cultural Center,30
104,HadiAbad Cultural Center,66
104,Navab Safavi Cultural center & Library,61
104,Rose Cultural center,71
104,Mohamadieh Cultural center & Library,65
104,Specialized Family Cultural Center (Montazeri),76
105,Bano Cultural Center,37
105,Pardis Cultural Center,17
105,HadiAbad Cultural Center,57
105,Navab Safavi Cultural center & Library,58
105,Rose Cultural center,63
105,Mohamadieh Cultural center & Library,62
105,Specialized Family Cultural Center (Montazeri),74
107,Bano Cultural Center,37
107,Pardis Cultural Center,47
107,HadiAbad Cultural Center,28
107,Navab Safavi Cultural center & Library,34
107,Rose Cultural center,69
107,Mohamadieh Cultural center & Library,60
107,Specialized Family Cultural Center (Montazeri),59
108,Bano Cultural Center,45
108,Pardis Cultural Center,47
108,HadiAbad Cultural Center,36
108,Navab Safavi Cultural center & Library,42
108,Rose Cultural center,77
108,Mohamadieh Cultural center & Library,68
108,Specialized Family Cultural Center (Montazeri),67
109,Bano Cultural Center,39
109,Pardis Cultural Center,50
109,HadiAbad Cultural Center,31
109,Navab Safavi Cultural center & Library,37
109,Rose Cultural center,72
109,Mohamadieh Cultural center & Library,63
109,Specialized Family Cultural Center (Montazeri),62
110,Bano Cultural Center,34
110,Pardis Cultural Center,39
110,HadiAbad Cultural Center,27
110,Navab Safavi Cultural center & Library,35
110,Rose Cultural center,69
110,Mohamadieh Cultural center & Library,60
110,Specialized Family Cultural Center (Montazeri),59
111,Bano Cultural Center,23
111,Pardis Cultural Center,25
111,HadiAbad Cultural Center,34
111,Navab Safavi Cultural center & Library,40
111,Rose Cultural center,56
111,Mohamadieh Cultural center & Library,51
111,Specialized Family Cultural Center (Montazeri),61
112,Bano Cultural Center,26
112,Pardis Cultural Center,1
112,HadiAbad Cultural Center,46
112,Navab Safavi Cultural center & Library,52
112,Rose Cultural center,59
112,Mohamadieh Cultural center & Library,53
112,Specialized Family Cultural Center (Montazeri),65
113,Bano Cultural Center,46
113,Pardis Cultural Center,27
113,HadiAbad Cultural Center,69
113,Navab Safavi Cultural center & Library,66
113,Rose Cultural center,70
113,Mohamadieh Cultural center & Library,70
113,Specialized Family Cultural Center (Montazeri),81
114,Bano Cultural Center,30
114,Pardis Cultural Center,18
114,HadiAbad Cultural Center,48
114,Navab Safavi Cultural center & Library,54
114,Rose Cultural center,61
114,Mohamadieh Cultural center & Library,57
114,Specialized Family Cultural Center (Montazeri),70
115,Bano Cultural Center,43
115,Pardis Cultural Center,51
115,HadiAbad Cultural Center,34
115,Navab Safavi Cultural center & Library,40
115,Rose Cultural center,75
115,Mohamadieh Cultural center & Library,66
115,Specialized Family Cultural Center (Montazeri),65
116,Bano Cultural Center,44
116,Pardis Cultural Center,47
116,HadiAbad Cultural Center,38
116,Navab Safavi Cultural center & Library,46
116,Rose Cultural center,80
116,Mohamadieh Cultural center & Library,71
116,Specialized Family Cultural Center (Montazeri),70
117,Bano Cultural Center,28
117,Pardis Cultural Center,23
117,HadiAbad Cultural Center,44
117,Navab Safavi Cultural center & Library,52
117,Rose Cultural center,61
117,Mohamadieh Cultural center & Library,56
117,Specialized Family Cultural Center (Montazeri),67
106,Bano Cultural Center,35
106,Pardis Cultural Center,26
106,HadiAbad Cultural Center,39
106,Navab Safavi Cultural center & Library,48
106,Rose Cultural center,67
106,Mohamadieh Cultural center & Library,62
106,Specialized Family Cultural Center (Montazeri),70
118,Bano Cultural Center,38
